"zip","name","empflag","emp","qp1","ap","est"
"42782","SUMMERSVILLE, KY",,28,102,407,12
"42784","UPTON, KY",,164,950,4149,34
"42786","WATERVIEW, KY","A",0,0,0,1
"42788","WHITE MILLS, KY","A",0,0,0,1
"43001","ALEXANDRIA, OH",,124,672,3410,44
"43002","AMLIN, OH",,174,1764,8202,8
"43003","ASHLEY, OH",,181,706,3459,29
"43004","BLACKLICK, OH",,3541,26668,112082,196
"43005","BLADENSBURG, OH",,33,123,611,12
"43006","BRINKHAVEN, OH","A",0,0,0,2
"43007","BROADWAY, OH","A",0,0,0,2
"43008","BUCKEYE LAKE, OH",,481,1858,8182,43
"43009","CABLE, OH",,28,114,682,10
"43010","CATAWBA, OH",,43,65,271,6
"43011","CENTERBURG, OH",,586,3382,14267,110
"43013","CROTON, OH",,73,408,2325,21
"43014","DANVILLE, OH",,430,2016,9210,67
"43015","DELAWARE, OH",,15042,100357,428656,863
"43016","DUBLIN, OH",,15124,177584,670183,658
"43017","DUBLIN, OH",,35326,437568,1835667,1526
"43018","ETNA, OH",,79,638,2753,16
"43019","FREDERICKTOWN, OH",,2502,23379,134485,117
"43021","GALENA, OH",,670,3982,21267,131
"43022","GAMBIER, OH",,1365,7467,32893,34
"43023","GRANVILLE, OH",,4330,42167,141070,257
"43025","HEBRON, OH",,4617,38889,163167,143
"43026","HILLIARD, OH",,15884,114977,510603,1045
"43027","HOMER, OH","A",0,0,0,3
"43028","HOWARD, OH",,265,1385,5808,59
"43029","IRWIN, OH",,44,125,609,6
"43030","JACKSONTOWN, OH",,103,300,1368,8
"43031","JOHNSTOWN, OH",,1723,9936,44884,230
"43032","KILBOURNE, OH",,9,32,164,4
"43033","KIRKERSVILLE, OH",,49,230,1020,8
"43035","LEWIS CENTER, OH",,7088,52297,231840,417
"43036","MAGNETIC SPRINGS, OH","A",0,0,0,2
"43037","MARTINSBURG, OH",,47,152,703,7
"43040","MARYSVILLE, OH",,19375,211716,956988,615
"43041","MARYSVILLE, OH",,93,786,3911,9
"43044","MECHANICSBURG, OH",,362,1965,9099,58
"43045","MILFORD CENTER, OH",,141,846,3525,27
"43046","MILLERSPORT, OH",,471,2497,12156,65
"43047","MINGO, OH","A",0,0,0,1
"43048","MOUNT LIBERTY, OH","A",0,0,0,2
"43050","MOUNT VERNON, OH",,13674,99896,404215,720
"43054","NEW ALBANY, OH",,10426,115610,578964,324
"43055","NEWARK, OH",,22663,163774,705092,1194
"43056","HEATH, OH",,8800,58837,238780,407
"43058","NEWARK, OH",,1365,13195,52716,48
"43060","NORTH LEWISBURG, OH",,117,493,2164,21
"43061","OSTRANDER, OH",,207,1656,7693,41
"43062","PATASKALA, OH",,3321,19819,91480,351
"43064","PLAIN CITY, OH",,3505,26860,128659,353
"43065","POWELL, OH",,6503,42768,201873,671
"43066","RADNOR, OH",,126,650,3126,25
"43067","RAYMOND, OH",,1140,22940,50050,27
"43068","REYNOLDSBURG, OH",,15643,106175,461959,939
"43070","ROSEWOOD, OH",,94,780,3817,11
"43071","SAINT LOUISVILLE, OH",,222,1143,5083,36
"43072","SAINT PARIS, OH",,1284,11499,49582,102
"43073","SUMMIT STATION, OH",,88,806,3431,13
"43074","SUNBURY, OH",,3133,20904,94536,286
"43076","THORNVILLE, OH",,425,1995,9955,82
"43077","UNIONVILLE CENTER, OH",,11,37,144,3
"43078","URBANA, OH",,8125,51397,224726,446
"43080","UTICA, OH",,677,4186,17649,64
"43081","WESTERVILLE, OH",,21483,168972,726983,1340
"43082","WESTERVILLE, OH",,8853,110645,451512,442
"43083","WESTVILLE, OH",,23,98,389,4
"43084","WOODSTOCK, OH",,68,364,1542,7
"43085","COLUMBUS, OH",,17761,174809,703267,1002
"43086","WESTERVILLE, OH",,323,1395,7459,25
"43101","ADELPHI, OH",,57,134,529,7
"43102","AMANDA, OH",,337,2115,9177,43
"43103","ASHVILLE, OH",,1016,5901,26896,141
"43105","BALTIMORE, OH",,895,5531,27309,154
"43106","BLOOMINGBURG, OH",,153,920,4026,17
"43107","BREMEN, OH",,803,7383,35429,59
"43109","BRICE, OH",,345,2074,8840,19
"43110","CANAL WINCHESTER, OH",,4979,31115,139655,345
"43111","CARBON HILL, OH","B",0,0,0,5
"43112","CARROLL, OH",,1145,7146,35841,129
"43113","CIRCLEVILLE, OH",,9142,67515,284032,544
"43115","CLARKSBURG, OH",,73,315,1451,15
"43116","COMMERCIAL POINT, OH",,29,104,411,9
"43117","DERBY, OH","A",0,0,0,1
"43119","GALLOWAY, OH",,1255,5398,24843,159
"43123","GROVE CITY, OH",,18481,122272,524729,952
"43125","GROVEPORT, OH",,9816,66287,296507,293
"43126","HARRISBURG, OH",,34,121,456,10
"43127","HAYDENVILLE, OH",,60,350,1896,4
"43128","JEFFERSONVILLE, OH",,2054,8504,37850,161
"43130","LANCASTER, OH",,20667,128419,554222,1408
"43135","LAURELVILLE, OH",,402,1968,8720,63
"43136","LITHOPOLIS, OH",,152,584,2546,25
"43137","LOCKBOURNE, OH",,2068,18383,76953,57
"43138","LOGAN, OH",,4884,26484,109849,409
"43140","LONDON, OH",,5694,37499,168820,370
"43142","MILLEDGEVILLE, OH","A",0,0,0,2
"43143","MOUNT STERLING, OH",,1825,11562,56357,82
"43144","MURRAY CITY, OH",,9,11,52,4
"43145","NEW HOLLAND, OH",,121,780,3342,23
"43146","ORIENT, OH",,344,2465,11588,68
"43147","PICKERINGTON, OH",,5192,26521,117026,573
"43148","PLEASANTVILLE, OH",,155,732,3214,22
"43149","ROCKBRIDGE, OH",,130,549,2691,33
"43150","RUSHVILLE, OH",,75,225,1205,23
"43151","SEDALIA, OH",,34,207,894,9
"43152","SOUTH BLOOMINGVILLE, OH",,98,359,1945,12
"43153","SOUTH SOLON, OH",,42,128,550,12
"43154","STOUTSVILLE, OH",,72,535,2099,16
"43155","SUGAR GROVE, OH",,249,2420,10126,34
"43156","TARLTON, OH","B",0,0,0,3
"43157","THURSTON, OH",,28,189,633,7
"43158","UNION FURNACE, OH",,16,28,150,4
"43160","WASHINGTON COURT HOUSE, OH",,8168,54336,232808,493
"43162","WEST JEFFERSON, OH",,2221,18827,78094,127
"43164","WILLIAMSPORT, OH",,114,742,3604,26
"43201","COLUMBUS, OH",,11014,107064,473127,572
"43202","COLUMBUS, OH",,7044,62923,265826,321
"43203","COLUMBUS, OH",,1196,7354,31570,114
"43204","COLUMBUS, OH",,9727,82668,350893,630
"43205","COLUMBUS, OH",,11386,96499,443003,324
"43206","COLUMBUS, OH",,5271,45439,177346,440
"43207","COLUMBUS, OH",,18728,168475,709573,842
"43209","COLUMBUS, OH",,6834,43061,190044,479
"43210","COLUMBUS, OH",,6029,63792,270764,62
"43211","COLUMBUS, OH",,3081,25132,104116,238
"43212","COLUMBUS, OH",,12613,95193,396352,840
"43213","COLUMBUS, OH",,24282,199571,888662,947
"43214","COLUMBUS, OH",,17119,143744,665911,843
"43215","COLUMBUS, OH",,62761,812618,3175075,2700
"43216","COLUMBUS, OH",,3305,40480,153406,86
"43217","COLUMBUS, OH",,6292,49141,204685,45
"43218","COLUMBUS, OH","I",0,0,0,28
"43219","COLUMBUS, OH",,38174,361318,1522231,1035
"43220","COLUMBUS, OH",,11722,94214,403667,908
"43221","COLUMBUS, OH",,7271,51629,222186,720
"43222","COLUMBUS, OH",,3816,35550,159359,191
"43223","COLUMBUS, OH",,9072,67049,292658,421
"43224","COLUMBUS, OH",,7127,46700,241915,460
"43226","COLUMBUS, OH",,38,457,1716,7
"43227","COLUMBUS, OH",,4846,29399,111854,250
"43228","COLUMBUS, OH",,35897,280333,1187391,1281
"43229","COLUMBUS, OH",,24380,184072,775576,1265
"43230","COLUMBUS, OH",,19389,198300,804398,1072
"43231","COLUMBUS, OH",,8564,72188,301879,553
"43232","COLUMBUS, OH",,13644,81618,342847,722
"43234","COLUMBUS, OH",,418,1879,9192,14
"43235","COLUMBUS, OH",,18496,146487,616175,1290
"43236","COLUMBUS, OH",,135,485,1734,8
"43240","COLUMBUS, OH",,17337,243093,822255,450
"43251","COLUMBUS, OH","E",0,0,0,7
"43265","COLUMBUS, OH","A",0,0,0,1
"43266","COLUMBUS, OH",,50,448,2005,4
"43271","COLUMBUS, OH","B",0,0,0,3
"43279","COLUMBUS, OH","A",0,0,0,1
"43287","COLUMBUS, OH","B",0,0,0,2
"43299","COLUMBUS, OH","B",0,0,0,2
"43301","MARION, OH",,227,1394,8387,25
"43302","MARION, OH",,22967,153019,669637,1117
"43307","MARION, OH","A",0,0,0,1
"43310","BELLE CENTER, OH",,497,3523,34580,36
"43311","BELLEFONTAINE, OH",,8924,58140,238991,497
"43314","CALEDONIA, OH",,235,1531,6379,45
"43315","CARDINGTON, OH",,1006,8692,34472,87
"43316","CAREY, OH",,1718,12904,55755,112
"43317","CHESTERVILLE, OH",,128,575,2059,7
"43318","DE GRAFF, OH",,359,2549,10963,33
"43319","EAST LIBERTY, OH",,4326,58742,255429,32
"43320","EDISON, OH",,99,282,1703,15
"43321","FULTON, OH",,20,89,364,4
"43322","GREEN CAMP, OH",,48,210,935,10
"43323","HARPSTER, OH",,55,269,1322,12
"43324","HUNTSVILLE, OH",,297,1799,9748,49
"43325","IBERIA, OH",,249,1688,6899,13
"43326","KENTON, OH",,4444,26517,120468,286
"43330","KIRBY, OH",,25,173,854,4
"43331","LAKEVIEW, OH",,385,1699,8083,58
"43332","LA RUE, OH",,149,774,3365,27
"43333","LEWISTOWN, OH",,116,632,1918,11
"43334","MARENGO, OH",,604,2752,12965,66
"43335","MARTEL, OH","E",0,0,0,2
"43336","MIDDLEBURG, OH",,79,748,2816,6
"43337","MORRAL, OH",,90,790,3702,11
"43338","MOUNT GILEAD, OH",,2272,10653,46594,206
"43340","MOUNT VICTORY, OH",,116,415,1800,21
"43341","NEW BLOOMINGTON, OH",,28,150,737,9
"43342","PROSPECT, OH",,201,919,4177,41
"43343","QUINCY, OH",,159,906,4058,20
"43344","RICHWOOD, OH",,334,1934,9321,79
"43345","RIDGEWAY, OH",,6,33,112,6
"43346","ROUNDHEAD, OH","A",0,0,0,1
"43347","RUSHSYLVANIA, OH",,76,479,2368,11
"43348","RUSSELLS POINT, OH",,1401,15168,74724,64
"43349","SHAUCK, OH","A",0,0,0,1
"43350","SPARTA, OH","A",0,0,0,2
"43351","UPPER SANDUSKY, OH",,6897,44989,184256,341
"43356","WALDO, OH",,251,1394,6136,32
"43357","WEST LIBERTY, OH",,1019,4482,20337,101
"43358","WEST MANSFIELD, OH",,108,482,2297,25
"43359","WHARTON, OH",,27,157,733,8
"43360","ZANESFIELD, OH",,340,1014,2450,13
"43402","BOWLING GREEN, OH",,12952,83703,352432,767
"43403","BOWLING GREEN, OH",,209,438,1806,13
"43406","BRADNER, OH",,277,1579,6331,23
"43407","BURGOON, OH",,27,119,641,10
"43408","CLAY CENTER, OH","B",0,0,0,4
"43410","CLYDE, OH",,5616,38346,163993,187
"43412","CURTICE, OH",,229,1263,6609,59
"43413","CYGNET, OH",,109,919,4408,13
"43414","DUNBRIDGE, OH","C",0,0,0,3
"43416","ELMORE, OH",,1341,13614,59296,61
"43420","FREMONT, OH",,14506,95364,406314,885
"43430","GENOA, OH",,1044,5857,26384,100
"43431","GIBSONBURG, OH",,647,3282,14662,73
"43432","GRAYTOWN, OH",,75,313,1458,16
"43433","GYPSUM, OH","E",0,0,0,3
"43435","HELENA, OH",,93,469,2877,25
"43437","JERRY CITY, OH",,10,41,231,4
"43438","KELLEYS ISLAND, OH",,40,169,1956,26
"43439","LACARNE, OH",,11,37,485,3
"43440","LAKESIDE MARBLEHEAD, OH",,635,3385,19540,131
"43441","LEMOYNE, OH",,55,630,2548,4
"43442","LINDSEY, OH",,90,790,3403,15
"43443","LUCKEY, OH",,128,649,2789,34
"43445","MARTIN, OH",,77,369,1700,18
"43446","MIDDLE BASS, OH",,0,0,285,7
"43447","MILLBURY, OH",,1205,11179,46957,83
"43449","OAK HARBOR, OH",,2274,30540,103568,159
"43450","PEMBERVILLE, OH",,969,5818,25415,68
"43451","PORTAGE, OH",,160,974,4426,26
"43452","PORT CLINTON, OH",,4351,25164,119878,482
"43456","PUT IN BAY, OH",,141,786,12708,88
"43457","RISINGSUN, OH",,73,545,2988,21
"43458","ROCKY RIDGE, OH","B",0,0,0,2
"43460","ROSSFORD, OH",,2217,11230,48618,136
"43462","RUDOLPH, OH",,21,145,572,5
"43463","STONY RIDGE, OH",,100,652,3435,10
"43464","VICKERY, OH",,105,694,2865,18
"43465","WALBRIDGE, OH",,3622,43075,170985,94
"43466","WAYNE, OH",,470,3159,12707,42
"43467","WEST MILLGROVE, OH","A",0,0,0,1
"43468","WILLISTON, OH",,438,2600,11036,10
"43469","WOODVILLE, OH",,701,5747,24550,56
"43501","ALVORDTON, OH",,26,94,385,9
"43502","ARCHBOLD, OH",,9068,75121,319780,261
"43504","BERKEY, OH",,189,364,1991,16
"43505","BLAKESLEE, OH",,73,415,2368,7
"43506","BRYAN, OH",,7613,54798,239959,419
"43511","CUSTAR, OH",,43,268,1379,10
"43512","DEFIANCE, OH",,12946,117513,473972,683
"43515","DELTA, OH",,1806,17755,85122,175
"43516","DESHLER, OH",,569,3397,14972,53
"43517","EDGERTON, OH",,1559,9997,39523,80
"43518","EDON, OH",,517,3347,14746,42
"43519","EVANSPORT, OH","A",0,0,0,2
"43520","FARMER, OH","A",0,0,0,3
"43521","FAYETTE, OH",,479,3379,13322,49
"43522","GRAND RAPIDS, OH",,487,2484,11229,80
"43523","GRELTON, OH",,49,307,1408,7
"43524","HAMLER, OH",,100,541,2438,22
"43525","HASKINS, OH",,44,256,1097,10
"43526","HICKSVILLE, OH",,1594,11724,49759,119
"43527","HOLGATE, OH",,335,1868,7661,33
"43528","HOLLAND, OH",,10114,77832,330471,596
"43529","HOYTVILLE, OH",,3,3,18,3
"43530","JEWELL, OH",,30,115,681,4
"43531","KUNKLE, OH","A",0,0,0,2
"43532","LIBERTY CENTER, OH",,339,1900,9053,67
"43533","LYONS, OH",,203,959,4734,38
"43534","MC CLURE, OH",,71,194,715,17
"43535","MALINTA, OH",,98,787,4036,10
"43536","MARK CENTER, OH",,91,207,931,4
"43537","MAUMEE, OH",,28634,216160,893091,908
"43540","METAMORA, OH",,394,4040,18484,34
"43541","MILTON CENTER, OH","A",0,0,0,1
"43542","MONCLOVA, OH",,397,2125,11868,82
"43543","MONTPELIER, OH",,3008,24624,100845,158
"43545","NAPOLEON, OH",,6440,49929,226457,372
"43547","NEAPOLIS, OH",,39,214,1030,8
"43548","NEW BAVARIA, OH",,44,199,1082,10
"43549","NEY, OH",,57,258,1215,17
"43550","OKOLONA, OH",,42,331,1394,6
"43551","PERRYSBURG, OH",,17924,155763,665996,933
"43552","PERRYSBURG, OH",,86,642,2830,12
"43553","PETTISVILLE, OH",,156,789,4000,21
"43554","PIONEER, OH",,690,5180,20753,56
"43555","RIDGEVILLE CORNERS, OH",,795,4755,20796,19
"43556","SHERWOOD, OH",,168,944,3431,26
"43557","STRYKER, OH",,882,5645,23206,67
"43558","SWANTON, OH",,3218,20672,92214,287
"43560","SYLVANIA, OH",,11320,70995,327311,822
"43565","TONTOGANY, OH",,22,126,537,6
"43566","WATERVILLE, OH",,2359,17631,76407,152
"43567","WAUSEON, OH",,5331,34765,163008,341
"43569","WESTON, OH",,230,1510,6153,32
"43570","WEST UNITY, OH",,1021,5530,25786,72
"43571","WHITEHOUSE, OH",,1239,9792,42832,127
"43601","TOLEDO, OH",,319,2076,8467,17
"43602","TOLEDO, OH",,2314,15168,58982,119
"43603","TOLEDO, OH",,196,7717,21718,9
"43604","TOLEDO, OH",,9132,75343,339999,491
"43605","TOLEDO, OH",,4451,27104,115728,295
"43606","TOLEDO, OH",,14224,114173,505706,723
"43607","TOLEDO, OH",,7532,89130,343062,344
"43608","TOLEDO, OH",,7142,58071,257808,196
"43609","TOLEDO, OH",,4916,42150,136321,295
"43610","TOLEDO, OH",,688,4445,18239,57
"43611","TOLEDO, OH",,3524,27214,119304,234
"43612","TOLEDO, OH",,20486,204184,839792,889
"43613","TOLEDO, OH",,5519,25280,109213,496
"43614","TOLEDO, OH",,10957,57091,248434,636
"43615","TOLEDO, OH",,13325,87051,391890,952
"43616","OREGON, OH","I",0,0,0,428
"43617","TOLEDO, OH",,5260,37520,161680,362
"43618","OREGON, OH",,419,1755,8567,53
"43619","NORTHWOOD, OH",,6126,52803,213229,267
"43620","TOLEDO, OH",,1369,9245,35463,81
"43623","TOLEDO, OH",,14633,90568,412398,913
"43624","TOLEDO, OH",,6291,60815,258755,315
"43635","TOLEDO, OH",,168,1368,7155,22
"43652","TOLEDO, OH","C",0,0,0,2
"43654","TOLEDO, OH","A",0,0,0,1
"43657","TOLEDO, OH","C",0,0,0,2
"43659","TOLEDO, OH","H",0,0,0,8
"43666","TOLEDO, OH",,521,29598,84866,6
"43697","TOLEDO, OH",,549,8738,37069,31
"43699","TOLEDO, OH","I",0,0,0,16
"43701","SOUTH ZANESVILLE, OH",,25224,168407,735771,1503
"43702","SOUTH ZANESVILLE, OH",,942,7608,33308,69
"43711","AVA, OH","A",0,0,0,1
"43713","BARNESVILLE, OH",,1633,8970,36177,189
"43716","BEALLSVILLE, OH","F",0,0,0,29
"43717","BELLE VALLEY, OH",,58,165,754,7
"43718","BELMONT, OH",,531,2763,11726,57
"43719","BETHESDA, OH",,299,1198,5567,37
"43720","BLUE ROCK, OH",,41,154,871,10
"43721","BROWNSVILLE, OH",,23,169,764,5
"43722","BUFFALO, OH",,52,198,1038,9
"43723","BYESVILLE, OH",,1784,13575,57195,92
"43724","CALDWELL, OH",,1791,10407,47861,146
"43725","CAMBRIDGE, OH",,10016,58689,253441,684
"43727","CHANDLERSVILLE, OH",,27,76,500,14
"43728","CHESTERHILL, OH",,41,202,929,13
"43730","CORNING, OH",,131,583,2691,21
"43731","CROOKSVILLE, OH",,676,4516,18469,63
"43732","CUMBERLAND, OH",,149,1357,5914,25
"43733","DERWENT, OH",,219,2735,13312,5
"43734","DUNCAN FALLS, OH",,141,375,1578,25
"43735","EAST FULTONHAM, OH","A",0,0,0,4
"43738","FULTONHAM, OH","A",0,0,0,1
"43739","GLENFORD, OH",,138,1239,5432,24
"43740","GRATIOT, OH",,24,87,423,5
"43746","HOPEWELL, OH",,40,277,1283,12
"43747","JERUSALEM, OH",,31,88,530,9
"43748","JUNCTION CITY, OH",,347,1068,4284,31
"43749","KIMBOLTON, OH",,100,332,1735,21
"43750","KIPLING, OH",,11,50,144,3
"43752","LAINGS, OH",,10,80,374,3
"43754","LEWISVILLE, OH",,97,753,4076,19
"43755","LORE CITY, OH",,90,430,1897,17
"43756","MC CONNELSVILLE, OH",,1255,7624,32219,109
"43757","MALAGA, OH",,15,44,190,3
"43758","MALTA, OH",,208,792,3426,40
"43759","MORRISTOWN, OH",,121,953,4725,19
"43760","MOUNT PERRY, OH",,33,114,599,9
"43761","MOXAHALA, OH","A",0,0,0,1
"43762","NEW CONCORD, OH",,1232,8337,35717,90
"43764","NEW LEXINGTON, OH",,2428,14147,61965,175
"43766","NEW STRAITSVILLE, OH",,26,30,153,8
"43767","NORWICH, OH",,199,1367,5851,22
"43768","OLD WASHINGTON, OH",,45,326,1399,8
"43771","PHILO, OH",,28,54,330,12
"43772","PLEASANT CITY, OH",,61,184,969,16
"43773","QUAKER CITY, OH",,100,387,1737,28
"43777","ROSEVILLE, OH",,411,1928,7783,46
"43778","SALESVILLE, OH",,60,297,1215,10
"43779","SARAHSVILLE, OH",,36,145,752,14
"43780","SENECAVILLE, OH",,78,533,2445,19
"43782","SHAWNEE, OH",,152,569,2361,7
"43783","SOMERSET, OH",,343,1558,6547,70
"43786","STAFFORD, OH","A",0,0,0,1
"43787","STOCKPORT, OH",,61,163,918,26
"43788","SUMMERFIELD, OH",,13,144,547,4
"43789","SYCAMORE VALLEY, OH","A",0,0,0,1
"43791","WHITE COTTAGE, OH",,7,28,122,3
"43793","WOODSFIELD, OH",,957,3701,16011,142
"43802","ADAMSVILLE, OH",,30,123,635,15
"43803","BAKERSVILLE, OH",,25,138,609,4
"43804","BALTIC, OH",,757,4572,20041,65
"43805","BLISSFIELD, OH","A",0,0,0,4
"43811","CONESVILLE, OH","E",0,0,0,8
"43812","COSHOCTON, OH",,9193,61072,259977,519
"43821","DRESDEN, OH",,582,2280,10263,86
"43822","FRAZEYSBURG, OH","H",0,0,0,54
"43824","FRESNO, OH",,282,1431,7530,38
"43830","NASHPORT, OH",,491,2508,11653,60
"43832","NEWCOMERSTOWN, OH",,1820,9740,44747,141
"43836","PLAINFIELD, OH","A",0,0,0,2
"43837","PORT WASHINGTON, OH",,117,561,2513,14
"43840","STONE CREEK, OH",,71,417,1438,16
"43842","TRINWAY, OH",,20,178,1578,4
"43843","WALHONDING, OH",,89,221,712,13
"43844","WARSAW, OH",,590,2663,11871,40
"43845","WEST LAFAYETTE, OH",,762,4192,18464,70
"43901","ADENA, OH",,171,690,2907,19
"43902","ALLEDONIA, OH","F",0,0,0,3
"43903","AMSTERDAM, OH",,63,219,1077,20
"43905","BARTON, OH",,4,3,181,3
"43906","BELLAIRE, OH",,1880,8790,39133,154
"43907","CADIZ, OH",,1671,10589,45649,143
"43908","BERGHOLZ, OH",,242,1680,7943,19
"43909","BLAINE, OH",,45,211,885,3
"43910","BLOOMINGDALE, OH",,238,941,4683,46
"43912","BRIDGEPORT, OH",,1409,7192,33215,162
"43913","BRILLIANT, OH",,576,8404,30542,23
"43914","CAMERON, OH","A",0,0,0,2
"43915","CLARINGTON, OH",,120,423,1824,22
"43916","COLERAIN, OH",,72,257,1007,8
"43917","DILLONVALE, OH",,186,812,3740,32
"43920","EAST LIVERPOOL, OH",,7327,37476,157630,591
"43925","EAST SPRINGFIELD, OH",,38,122,705,10
"43926","EMPIRE, OH",,53,246,1190,8
"43927","FAIRPOINT, OH","A",0,0,0,2
"43928","GLENCOE, OH","A",0,0,0,1
"43930","HAMMONDSVILLE, OH",,65,570,2939,13
"43931","HANNIBAL, OH","F",0,0,0,6
"43932","IRONDALE, OH",,31,184,777,9
"43933","JACOBSBURG, OH",,25,100,522,9
"43934","LANSING, OH",,38,164,678,13
"43935","MARTINS FERRY, OH",,3096,22415,96325,167
"43937","MAYNARD, OH","A",0,0,0,1
"43938","MINGO JUNCTION, OH",,1671,19180,84091,70
"43939","MOUNT PLEASANT, OH",,36,137,632,10
"43940","NEFFS, OH",,12,27,226,7
"43942","POWHATAN POINT, OH",,210,878,4972,39
"43943","RAYLAND, OH",,161,863,4518,26
"43944","RICHMOND, OH",,258,1416,5703,42
"43945","SALINEVILLE, OH",,256,3014,12444,30
"43946","SARDIS, OH",,221,1607,6725,36
"43947","SHADYSIDE, OH",,934,7496,32430,84
"43948","SMITHFIELD, OH",,86,295,1304,13
"43950","SAINT CLAIRSVILLE, OH",,8678,38445,160516,551
"43951","LAFFERTY, OH","A",0,0,0,2
"43952","STEUBENVILLE, OH",,15284,77796,339390,720
"43953","STEUBENVILLE, OH",,2253,9872,46044,236
"43961","STRATTON, OH","E",0,0,0,8
"43962","SUMMITVILLE, OH","B",0,0,0,1
"43963","TILTONSVILLE, OH",,145,505,2322,22
"43964","TORONTO, OH",,1638,10984,46678,131
"43967","WARNOCK, OH",,142,734,2996,4
"43968","WELLSVILLE, OH",,566,2652,11151,87
"43971","YORKVILLE, OH",,624,6751,27656,29
"43972","BANNOCK, OH",,37,308,1790,5
"43973","FREEPORT, OH",,319,1329,6244,30
"43974","HARRISVILLE, OH","B",0,0,0,3
"43976","HOPEDALE, OH",,320,1896,8030,26
"43977","FLUSHING, OH",,168,848,3811,39
"43981","NEW ATHENS, OH",,18,34,120,7
"43983","PIEDMONT, OH",,12,30,201,7
"43985","HOLLOWAY, OH","A",0,0,0,1
"43986","JEWETT, OH",,112,434,2121,24
"43988","SCIO, OH",,171,522,2361,38
"44001","AMHERST, OH",,4855,33648,138092,464
"44003","ANDOVER, OH",,1307,6726,29993,107
"44004","ASHTABULA, OH",,12968,86616,362156,852
"44005","ASHTABULA, OH",,329,1852,8476,37
"44010","AUSTINBURG, OH",,1052,4713,19435,61
"44011","AVON, OH",,6360,47894,203258,450
"44012","AVON LAKE, OH",,6640,90667,345065,417
"44017","BEREA, OH",,8881,83792,336943,499
"44021","BURTON, OH",,1551,11465,53783,175
"44022","CHAGRIN FALLS, OH",,4987,41509,176800,668
"44023","CHAGRIN FALLS, OH",,4759,35647,164266,549
"44024","CHARDON, OH",,8294,61107,266338,750
"44026","CHESTERLAND, OH",,2968,15471,75431,480
"44028","COLUMBIA STATION, OH",,1628,10146,51074,266
"44030","CONNEAUT, OH",,3827,24044,104271,286
"44032","DORSET, OH",,106,464,2113,16
"44033","EAST CLARIDON, OH",,101,922,3681,5
"44035","ELYRIA, OH",,27852,197783,860294,1619
"44036","ELYRIA, OH",,680,7757,31312,32
"44039","NORTH RIDGEVILLE, OH",,5365,39738,171942,478
"44040","GATES MILLS, OH",,871,5533,24599,78
"44041","GENEVA, OH",,3205,16716,76491,326
"44044","GRAFTON, OH",,1946,12388,62003,258
"44045","GRAND RIVER, OH",,237,1808,9681,28
"44046","HUNTSBURG, OH",,209,1731,7773,22
"44047","JEFFERSON, OH",,2331,14632,59594,206
"44048","KINGSVILLE, OH",,299,1249,5662,48
"44049","KIPTON, OH",,122,347,1395,6
"44050","LAGRANGE, OH",,1070,6089,30203,103
"44052","LORAIN, OH",,6176,40746,168021,448
"44053","LORAIN, OH",,8774,87313,353976,416
"44054","SHEFFIELD LAKE, OH",,2240,12558,55405,181
"44055","LORAIN, OH",,4350,48505,199130,257
"44056","MACEDONIA, OH",,7578,53881,228673,405
"44057","MADISON, OH",,3698,19411,86993,373
"44060","MENTOR, OH",,34322,253399,1103425,2148
"44061","MENTOR, OH",,188,958,4296,25
"44062","MIDDLEFIELD, OH",,8506,65982,303672,274
"44064","MONTVILLE, OH",,160,1100,5798,43
"44065","NEWBURY, OH",,2125,17633,76117,187
"44067","NORTHFIELD, OH",,4785,27881,122369,437
"44068","NORTH KINGSVILLE, OH",,549,3906,17517,38
"44070","NORTH OLMSTED, OH",,15735,120373,486609,1078
"44072","NOVELTY, OH",,441,3178,18025,121
"44073","NOVELTY, OH","B",0,0,0,1
"44074","OBERLIN, OH",,5442,32120,136601,264
"44076","ORWELL, OH",,1522,11539,46797,102
"44077","PAINESVILLE, OH",,13848,123250,498498,1216
"44080","PARKMAN, OH",,137,874,4058,20
"44081","PERRY, OH",,2659,32740,115538,136
"44082","PIERPONT, OH",,70,337,1758,18
"44084","ROCK CREEK, OH",,306,1684,7748,51
"44085","ROME, OH",,142,710,3337,42
"44086","THOMPSON, OH",,261,2003,9302,39
"44087","TWINSBURG, OH",,18375,192463,843610,793
"44088","UNIONVILLE, OH",,16,54,287,3
"44089","VERMILION, OH",,2826,14018,63239,344
"44090","WELLINGTON, OH",,3068,20298,90503,221
"44092","WICKLIFFE, OH",,9170,103222,388342,508
"44093","WILLIAMSFIELD, OH",,66,332,1299,15
"44094","WILLOUGHBY, OH",,19945,148953,650608,1461
"44095","EASTLAKE, OH",,6396,48111,205542,649
"44096","WILLOUGHBY, OH",,107,566,2831,16
"44097","EASTLAKE, OH","A",0,0,0,1
"44099","WINDSOR, OH",,31,154,835,13
"44101","CLEVELAND, OH",,452,4859,19482,49
"44102","CLEVELAND, OH",,9851,71755,305136,724
"44103","CLEVELAND, OH",,10727,79151,343966,627
"44104","CLEVELAND, OH",,3996,30286,128123,282
"44105","CLEVELAND, OH",,12766,164441,658268,578
"44106","CLEVELAND, OH",,39354,479129,2048613,519
"44107","LAKEWOOD, OH",,13839,86501,374405,1031
"44108","CLEVELAND, OH",,2198,14727,63356,216
"44109","CLEVELAND, OH",,13901,111405,480166,714
